	post	class	original_id
606	Canada, China and the U.S., knew  about this #coronavirus by the end of Dec. All of the early Dec. reports confirmed this. Follow the limited bread crumbs left on the internet. The real shit is being scrubbed clean as we speak. This is a bioengineered virus.	0	1232891826375462912
607	@charliekirk11 Sick: Stop stirring the pot of racist soup by calling it the Chinese Virus! #racism #RacismIsAVirus	1	1240039710463946754
608	@realjdburnett who are these people  i mean, we’re ripping on vox hard today but that’s because matty revealed a chink in the armor  also—the animosity towards vox isn’t at fox levels yet; ripping on fox achieves nothing because they’re so low they’re now indefatigable. vox isn’t there yet	0	1244540989877841921
609	that fucken corona virus is now in italy, france, germany, austria, iran, australia and the US, but newspapers and other media outlets still keep showing asian faces with masks 🙄🙄🙄 #IamNotAVirus  #COVID19 https://t.co/R4tu4qJd8o	1	1234637554760028160
610	"@Mister_Awesomee @kablik3 They want to promote their cure as ""Chinese solution"" then why not we call it as ""Chinese virus"" as they did spread it. https://t.co/Gw7vaPQYCO"	0	1245927272361549825
611	Chinese officials 'round up and execute villagers' pets to stop the spread of coronavirus' https://t.co/FJNZkGspvy	0	1230518181376118786
612	OMG! Another country where #China sent “fake” #WuhanVirus test kits! 😡 https://t.co/sl5xxCodhJ	0	1243190244788170752
613	If you’re just now learning that China fudges the numbers on EVERYTHING, you don’t need any help from the #Coronavirus being completely fucked.	0	1230665328620982272
614	Man fuck whoever patient zero was, hopefully they died considering they started this whole pandemic #fuckchina #coronavirus	2	1237981293889171456
615	@rfalmonte Thanks, friend, for sharing &lt;3 much appreciated since #HateIsAVirus as we work to #WashTheHate and #SaveChinatown right now.	1	1247198566147334147
616	@bbcchinese As an American, I am shocked and surprised that our country brought the virus to wuhan, China. I hope the Chinese people can forgive our country's mistakes	0	1246005639878451201
617	They did not name it Covid-19 until mid-February. Do you know what they were calling it before that? The Chinese virus, that’s what.	0	1240350463259815940
618	IM SO TIRED OF THE BLATANT RACISM BRUH UR CORONAVIRUS JOKES ARENT FUNNY UR BLTANT RACISM TOWARDS ASIAN PEOPLE OR CHINESE RESTAURANTS ARENT FUNNT SHUT THE FUCK UP	1	1238204917287960610
619	I would especially urge my fellow Jewish friends in the US to patronise their local Chinese restaurants/takeouts EXTRA atm. American Jews have a historic special bond with American Chinese food places. We need to help counteract this racist &amp; ignorant paranoia re: coronavirus	1	1230405643263045632
620	@themainichi Fear the #ChinaCoronaVirus, at the same time, think abt why there is pandemic. Because #China hides ap… https://t.co/HLIPmiE47V	0	1238488122607820806
621	Nightmare type shit 🙏🏽🙏🏽🙏🏽	0	1230377722246860800
622	fucked a Chinese girl and found out that she had the coronavirus https://t.co/7W2fcnKphE	0	1232451876072804353
623	@yoogieboobie Fuck u and your chink obsession	2	1244917696090607616
624	@DrEricDing Would have been avoidable if Washington had not had its collective head up its ass in Dec-Jan when it was in fact just the #WuhanVirus.  Thank Adam Schiff and Nancy Pelosi. https://t.co/aex9JU72Qg	0	1244606670854111234
625	@writernthedrk @cruel_jewels This is so fucking dumb, this virus has caused unnecessary hate towards the Chinese race as a whole. Not every single person who’s Chinese has the virus, when will people learn smh It comes off as very ignorant	1	1245072394919829505
626	Get a grip. Most of you are still trance induced trauma based mond control slaves. You can always tell because handlers and wanna be handlers ALWAYS START WITH FEAR. OH THE KKK ARE TRYING  TO KILL ME. THE CHINESE POLICE ARE COMING TO KILL ME. CORONAVIRUS IS COMING TO KILL ME Pfft	2	1233997557656719361
627	As we kick the week off with a “stay home order” due to COVID-19, we want you to know we are committed to serving you in alternative ways to accommodate your home buying needs! Residential building and housing is… https://t.co/TPyh0xVk4p	0	1247533512195891206
628	As the Chinese stigmatize &amp; torment Africans in China, their kin are perfecting the traditional trade of faking and impersonation elsewhere...	0	1249532638047735808
629	@jsolomonReports Our amazing POTUS will beat this #WuhanVirus and then punish CHINA for unleashing this… https://t.co/F3NDRWUNQh	0	1238550122964885506
630	@CBPMarkMorgan https://t.co/jLfMe4uLHu AS THE WUHAN VIRUS SPREADS THROUGH 3RD WORLD COUNTRIES LIKE AFRICA &amp; INDIA-BOTH HAVING RIOTS NOW, IMMIGRANTS WILL TRY TO FLEE TO U.S.!! MUST KEEP OUR BORDERS CLOSED TO ALL IMMIGRANTS OR WE ARE INSANE!!	0	1244367378084851712
631	Here for those people who doesnt see people of China as a human who is free to do good. Those who think the good side of china is staged and fake : “fuck u”☺️	1	1232303455793926144
632	@Namenameha1 Didn’t realize “walking in the street without being called a chink” was a silver spoon. Amazing.	1	1246187704116789248
633	@smh Second anti-Chinese article today, what do you want? Is your press owned by Donald Trump? Are you provoking a race war or would you prefer everyone is united and fight against COVID19 and recover the economy asap #racism #RacismIsAVirus  @ScottMorrisonMP @AnnastaciaMP @GladysB	1	1243318352933564416
634	@AOC This is that evil white mans fault!!! But don’t call it the Chinese Virus that would be racist!!	1	1246109201644113921
635	"@TuckerCarlson True - ""Chinese Coronavirus"" isn't racist. However, it is causing harm to Asian Americans and Asians abroad. Documented random ignorant racist attacks on Asians are on the rise recently. You should talk about that on your show. Condemn the ignorance."	1	1237934636216356865
636	I AM ABSOLUTELY DISGUSTED.  #IamNotAVirus   These videos of Asians getting beat up, robbed, made fun of are popping up all over social media.  Hate crime does not prevent you from getting the coronavirus, it is not funny.  It is racist and ignorant.	1	1235653573771505665
637	@shaunking So the Chinese virus is racist towards blacks? Is that what you're saying?	0	1245887583562928129
638	Asian Americans join #WashTheHate campaign to raise awareness of discrimination amid coronavirus fears #covid19 https://t.co/mCfhwJWlGx	1	1243137404590067714
639	Fuck u Chi Na!!! Karma is coming soon !!! The CCP Virus 🦠 （virus origin wuhan）😡😡😡Poor child 😭😭😭🙏🙏🙏 Now, Wuhan pneumonia is still a very serious outbreak in China. But these scums are still to beat up dogs the street.	2	1244899032771604480
640	I’m thinking about our first time all the time. Thoughts about how you fucked me so turn me on #Sterling Heights  #UK #coronavirus https://t.co/fnVmpoORNx	0	1230550331366363136
641	@AndrewPollackFL @realDonaldTrump You are as big an ass as that twit you have as a a President.  it is not called the Chinese virus.	1	1244415394951180288
642	@officialEFCC  @MBuhari well done  Sir	0	1230356855366524928
643	"@shannondd76 @DeniseGundelfi1 @RealJohnDennis @EricTrump @kyleraccio That doesn't say that ""WHO said the virus was not transmitted human to human""  It says ""Chinese authorities have found no clear evidence of human to human transmission..."""	0	1245383572451557376
644	@Xbox Are you nibbas making this shit in China I’m not trying to catch the coronavirus	2	1232096589361164288
645	How science finally caught up with Trump's playbook – with millions of lives at stake  https://t.co/LmjYVQsddX	0	1246337447618904064
646	@m_ebrard Fuck china. #ChinaVirus	2	1245414160978059265
647	NOT PA	0	1233818602807156736
648	Politics over past decade has created a permissive racist UK (Muslims, Eastern European &amp; now Chinese). Hospitality industry is driven by many from these communities. What are we doing to tackle this? “Chinese people targeted with abuse over coronavirus” https://t.co/cgP3KrDtie	1	1230042838936752128
649	@mikehatchartist Knock the chink bitch out🤬	2	1245370716008177664
650	@triciaonkiss @tedcruz Oh are you a pyshic can you accurately predict how the virus will kill/ spread or mutate? If not then shut the fuck. #FunFact more people died under Obama from Sars and Ebola then the Chinese Communist Parties Virus	0	1245706113456181248
651	Lmfao! Those cunts got this for long.They Had 98% recorverey &amp;&amp; 2% lethality. Italy UK US &amp; Spain have recovery rate less that 10%. China lied to the world. Fuck ‘em!	2	1244385949695578112
652	POTUS claims COVID-19 is a Democrat hoax. His followers believe him. Can't make this shit up. #coronavirus #COVID19… https://t.co/VNl5QteKFo	0	1233807057251438592
653	@VanillaGuise @eugenegu Are you kidding me !!?! You are blaming on the president instead of some ass hats get real... it is the Chinese virus and the Chinese government originated it	2	1245896910034161664
654	Will warming spring temperatures slow the coronavirus outbreak? SEE DETAILS AT ==&gt; https://t.co/n8oWlcKo0x #virus #coronavirus #sars #flu #china #trump https://t.co/6IZUj8unzC	0	1232808235096256513
655	People will die. Be under no illusions.	0	1241123695919325192
656	Thats fucked up but watch Commie Bernie defend them	0	1233114203839508481
657	"Pls retweet: @Forbes writes Asian Americans are ""vastly over-represented among the front line medical workers"" 17% doctors, 9% PA's, 10% nurses in the US are Asian. Yet they face the rise in Violence and Hate against Asians. @eugenegu #becool2asians #frontlineworkers #COVID19 https://t.co/su4oYPmKtk"	1	1247815599058796544
658	They eat shit never a truer word spoken #China #ChinaFlu #KungFlu #diseasedpeople #BanChineseWetMarkets #BanChina https://t.co/0dRxms1KVT	2	1246359981865172995
659	The beginning of #CoronaVirus.  https://t.co/5Ep15lLcom	0	1230418184878071810
660	@DrEricDing Chinese always have this shit, like with thousands crime of evil CCP, they still tries to advocate for CCP, apparently it's in your gene. Now embrace it, since the CCP= Chinese, Wuhan coronavirus is Chinese virus.	2	1244644500498243585
661	Stay Alert Asians in NYC: These Middle Eastern racist males in the video violently yelled at me “Corona” “Coronavirus everywhere” with foreign accent. It happened in Midtown on 47th St near 10th Ave Manhattan on March 7th. #IamNotAVirus #coronavirusny #StopTheHate #Coronaphobia	1	1236848064633192449
662	3M Powerflow Face-Mounted Powered Air Purifying Respirator 6900PF, Large, https://t.co/bexEpNK3js ad #coronavirus #coronaoutbreak #corona #virus #CoronavirusOutbreak #coronaviruswuhan #2019nCoV #COVID2019 #wuhanvirus #CoronavirusUSA #pandemic #COVIDー19 #nCoV2019 #COVID19US	0	1233648097596788736
663	how the fuck does this happen   arrest every single one of these people and arrest whoever allowed it to happen https://t.co/xWcFRJ2OWS	0	1230592374486831104
664	What. The. Fuck. Is. This. Boomer. Saying. ''Durrr, the DemocRATS released a virus in WUHAN to try and get back a DRUMPF''	0	1237171331722088449
665	White Racists: Don’t eat Chinese food! It might have coronavirus! &gt;My family eating Chinese food peacefully Me: Well at least the lines are shorter and we can order the special items. My Dad: These idiots think we’ll get a virus from eating Chinese food.	1	1230324407396110337
666	Seriously, FUCK CHINA as it is now.  A nation ruled by bunch of  lying degenerates. Long live freedom!  #China #FuckChina #Czech #COVID19 #CoronavirusOutbreak	2	1233149288630358017
667	@TimesofIsrael Sanders is the CoronaVirus for American Jews, a sad disgrace, a throwback to the last century, his Commie grandfather, snother Bolshevik totalitarian, Glassberg,1919, was #1U.S. teacher banned from teaching in N.Y.C, they are real Communists who crap on the U.S Constitution.	0	1232318575332876291
668	Corona virus reminding the world the tragedy middle east ,rohingya kashmir ,eigher chinese muslims  Delhi muslims gone through https://t.co/NUtboy1g5g	0	1244667406666084352
